"gene","module"
"AT5G66920","magenta"
"AT3G62980","blue"
"AT5G56350","yellow"
"AT5G02120","blue"
"AT1G13110","yellow"
"AT4G16410","blue"
"AT3G55470","red"
"AT2G31360","green"
"AT1G13530","turquoise"
"AT3G15210","turquoise"
"AT5G42100","blue"
"AT3G47070","blue"
"AT5G56870","red"
"AT1G63350","turquoise"
"AT5G01600","green"
"AT1G62300","turquoise"
"AT5G66675","turquoise"
"AT1G67700","blue"
"AT3G20600","turquoise"
"AT3G49160","turquoise"
"AT5G49100","brown"
"AT2G23290","turquoise"
"AT1G56140","turquoise"
"AT1G68710","pink"
"AT4G36730","turquoise"
"AT2G30540","magenta"
"AT5G67210","black"
"AT5G18660","blue"
"ATCG00120","magenta"
"AT4G15990","blue"
"AT4G21280","blue"
"AT5G47190","blue"
"AT1G19300","turquoise"
"AT1G29240","red"
"AT2G34430","brown"
"AT3G22400","turquoise"
"AT3G46440","yellow"
"AT4G12750","green"
"AT3G15980","red"
"AT4G14400","pink"
"AT5G16480","turquoise"
"AT1G54820","brown"
"AT2G45790","yellow"
"AT5G08050","blue"
"AT4G02930","yellow"
"AT3G45260","green"
"AT2G46710","blue"
"AT1G48850","yellow"
"AT5G48380","turquoise"
"AT3G10500","red"
"AT1G35680","blue"
"AT1G76980","turquoise"
"AT1G05020","turquoise"
"AT3G55130","pink"
"AT1G61420","turquoise"
"AT3G22970","pink"
"AT5G55180","green"
"AT3G17420","red"
"AT4G14540","brown"
"AT2G02860","turquoise"
"AT4G21410","turquoise"
"AT2G36050","blue"
"AT4G14390","yellow"
"AT5G01790","brown"
"AT3G15350","turquoise"
"AT4G26850","blue"
"AT5G51110","blue"
"AT3G62700","brown"
"AT5G24530","red"
"AT3G12110","magenta"
"AT1G66350","magenta"
"AT5G02890","brown"
"AT5G11920","red"
"AT3G52520","turquoise"
"AT1G21390","yellow"
"AT5G63790","turquoise"
"AT4G26520","brown"
"AT1G21250","grey"
"AT5G44680","brown"
"AT1G27480","blue"
"AT5G19940","blue"
"AT4G22200","brown"
"AT1G63440","yellow"
"AT3G58790","black"
"AT4G18880","turquoise"
"AT2G37110","turquoise"
"AT3G24520","blue"
"AT2G38230","blue"
"AT2G40460","blue"
"AT2G17290","turquoise"
"AT1G18730","blue"
"AT3G55240","brown"
"AT1G76240","brown"
"AT3G14415","blue"
"AT3G06868","brown"
"AT1G74000","grey"
"AT4G03400","green"
"AT1G66940","blue"
"AT3G07640","green"
"AT5G44480","turquoise"
"AT3G63140","blue"
"AT1G44575","blue"
"AT1G78020","blue"
"AT1G78820","blue"
"AT3G17120","blue"
"AT4G18390","green"
"AT3G13090","turquoise"
"AT2G25250","turquoise"
"AT2G46820","blue"
"AT2G31750","brown"
"AT2G42710","green"
"AT5G14120","blue"
"AT4G20000","yellow"
"AT5G20190","black"
"AT2G04270","blue"
"AT5G13930","blue"
"AT1G21920","brown"
"AT5G62350","blue"
"AT5G21920","blue"
"AT5G47070","turquoise"
"AT5G18490","turquoise"
"AT4G16140","blue"
"AT1G09575","turquoise"
"AT4G05180","blue"
"AT1G78370","blue"
"AT1G17220","blue"
"AT1G30260","blue"
"AT1G53440","turquoise"
"AT3G48450","turquoise"
"AT4G16190","green"
"AT5G65870","green"
"AT5G16200","turquoise"
"AT2G01340","blue"
"AT1G74940","pink"
"AT1G15290","blue"
"AT2G19620","turquoise"
"AT5G62460","turquoise"
"AT5G39080","brown"
"AT4G24120","green"
"AT3G26310","brown"
"AT2G30424","pink"
"AT3G23920","turquoise"
"AT5G17490","blue"
"AT4G02350","turquoise"
"AT3G23050","magenta"
"AT1G20340","blue"
"AT4G30350","turquoise"
"AT3G12710","magenta"
"AT4G23890","brown"
"AT2G27389","grey"
"AT3G18080","green"
"AT2G06530","turquoise"
"AT2G38540","green"
"AT1G14720","green"
"AT1G09310","brown"
"AT1G64400","red"
"AT5G21222","blue"
"AT3G22104","brown"
"AT1G72430","black"
"AT3G22120","brown"
"AT1G33390","red"
"AT1G77920","green"
"AT1G06130","turquoise"
"AT2G37450","blue"
"AT4G15680","blue"
"AT4G17600","blue"
"AT3G01180","blue"
"AT3G50740","pink"
"AT5G27760","red"
"AT1G74880","blue"
"AT5G14320","blue"
"AT2G38290","turquoise"
"AT2G47940","blue"
"AT2G40390","green"
"AT1G56220","grey"
"AT5G07670","pink"
"AT3G55700","yellow"
"AT2G32390","green"
"AT5G47960","turquoise"
"AT1G03310","brown"
"AT1G78995","brown"
"AT1G52230","blue"
"AT5G38895","turquoise"
"ATCG01050","grey"
"AT5G56040","brown"
"AT3G02870","blue"
"AT1G72900","turquoise"
"AT1G21550","turquoise"
"AT2G47000","red"
"AT5G45710","turquoise"
"AT5G47730","turquoise"
"AT3G48460","blue"
"AT5G22390","blue"
"AT4G31770","turquoise"
"AT5G10140","blue"
"AT4G09300","turquoise"
"AT5G17870","blue"
"AT1G17100","brown"
"AT5G40580","green"
"AT4G28400","turquoise"
"AT5G66570","blue"
"AT3G48720","blue"
"AT1G55260","brown"
"AT5G18270","turquoise"
"AT1G48570","green"
"AT4G24770","blue"
"AT1G80130","green"
"AT5G43750","blue"
"AT2G23000","brown"
"AT3G47470","blue"
"AT4G08170","black"
"AT1G73750","brown"
"AT3G60450","yellow"
"AT4G03550","turquoise"
"AT5G44530","blue"
"AT4G19530","blue"
"AT1G32450","brown"
"AT2G18950","green"
"AT1G55530","turquoise"
"AT5G16930","green"
"AT3G11080","red"
"AT2G32510","blue"
"AT1G56145","turquoise"
"AT2G41170","green"
"AT1G23170","yellow"
"AT1G66570","yellow"
"AT1G11905","turquoise"
"AT1G78830","turquoise"
"AT4G11330","turquoise"
"AT1G51140","green"
"AT1G01140","black"
"AT3G01060","blue"
"AT3G16470","brown"
"AT2G29180","blue"
"AT1G05680","green"
"AT1G01420","brown"
"AT1G02220","yellow"
"AT1G71220","yellow"
"AT1G52890","grey"
"AT3G26570","blue"
"AT3G29670","blue"
"AT5G06980","magenta"
"AT5G54160","green"
"AT1G73885","blue"
"AT2G36145","blue"
"AT4G11850","turquoise"
"AT1G25390","turquoise"
"AT1G55500","green"
"AT4G23820","blue"
"AT2G02100","green"
"AT4G32350","black"
"AT4G23170","red"
"AT3G45660","turquoise"
"AT2G33330","blue"
"AT2G17280","green"
"AT4G21920","turquoise"
"AT3G06070","magenta"
"AT5G56160","turquoise"
"AT2G37710","yellow"
"AT5G19090","brown"
"AT2G31390","yellow"
"AT1G11100","turquoise"
"AT5G67370","blue"
"AT5G53760","blue"
"AT1G59850","turquoise"
"AT3G01440","blue"
"AT2G28470","brown"
"AT1G65790","turquoise"
"AT2G20180","brown"
"AT1G32127","turquoise"
"AT2G47070","turquoise"
"AT1G22510","turquoise"
"AT2G21650","grey"
"AT5G45670","blue"
"AT5G02860","green"
"AT5G65220","blue"
"AT3G57520","turquoise"
"AT1G61140","turquoise"
"AT2G23600","brown"
"AT2G35960","brown"
"AT5G58290","yellow"
"AT5G03120","magenta"
"AT5G52410","turquoise"
"AT1G10140","red"
"AT3G14620","red"
"AT2G24570","turquoise"
"AT1G19350","blue"
"AT1G66100","blue"
"AT4G27700","brown"
"AT5G50900","turquoise"
"AT1G33240","brown"
"AT1G74930","turquoise"
"AT1G68890","blue"
"AT4G25350","yellow"
"ATCG00130","blue"
"AT3G18950","turquoise"
"AT2G04030","green"
"AT1G45201","blue"
"AT1G75945","brown"
"AT1G61255","green"
"AT4G27520","turquoise"
"AT2G04790","blue"
"AT1G01340","turquoise"
"AT3G50750","brown"
"AT3G09390","green"
"AT1G12360","turquoise"
"AT4G13560","blue"
"AT5G02230","blue"
"AT3G47380","yellow"
"AT4G39580","turquoise"
"AT1G08290","turquoise"
"AT3G50760","turquoise"
"AT5G09876","turquoise"
"AT3G10640","turquoise"
"AT4G27730","green"
"AT2G17040","turquoise"
"AT4G33700","green"
"AT4G02200","turquoise"
"AT1G65483","turquoise"
"AT1G07440","blue"
"AT1G74440","turquoise"
"AT1G76180","turquoise"
"AT4G37550","blue"
"AT5G15310","brown"
"AT5G59350","brown"
"AT1G17460","green"
"AT3G26340","yellow"
"AT5G23350","magenta"
"AT5G37740","yellow"
"AT4G17720","red"
"AT1G54050","blue"
"AT5G16830","turquoise"
"AT1G61260","turquoise"
"AT3G02690","blue"
"AT5G45930","blue"
"AT4G12740","turquoise"
"AT1G70940","brown"
"AT5G24120","blue"
"AT1G72416","turquoise"
"AT3G04290","blue"
"AT4G19230","black"
"AT3G26220","red"
"AT4G32770","brown"
"AT5G39210","brown"
"AT1G48350","blue"
"AT5G54940","turquoise"
"AT2G33710","turquoise"
"AT1G25682","turquoise"
"AT3G11402","yellow"
"AT4G17670","red"
"AT5G11970","turquoise"
"AT1G05190","blue"
"AT1G29700","blue"
"AT4G12300","pink"
"AT2G43140","yellow"
"AT5G53420","brown"
"AT3G03020","turquoise"
"AT4G39970","blue"
"AT1G61520","blue"
"AT4G15540","pink"
"AT1G61460","turquoise"
"AT1G47580","brown"
"AT1G32080","blue"
"AT1G17650","blue"
"AT2G38210","blue"
"AT3G18600","green"
"AT3G03190","brown"
"AT1G32990","blue"
"AT5G48180","green"
"AT3G55760","green"
"AT2G35000","turquoise"
"AT1G21100","blue"
"AT1G50590","magenta"
"AT3G03060","green"
"AT5G48540","grey"
"AT2G16720","turquoise"
"AT2G33050","blue"
"AT2G29200","green"
"AT1G62660","blue"
"AT3G56290","brown"
"AT3G27850","blue"
"AT1G68390","red"
"AT4G15660","magenta"
"AT4G34650","blue"
"AT1G64980","turquoise"
"AT1G64720","blue"
"AT1G02520","yellow"
"AT3G56940","blue"
"AT2G35760","magenta"
"AT4G19460","turquoise"
"AT1G15410","blue"
"AT1G04350","blue"
"AT4G23990","green"
"AT2G34810","green"
"AT4G13250","green"
"AT3G46110","turquoise"
"AT2G39400","red"
"AT2G28605","blue"
"AT4G40020","turquoise"
"AT1G61470","turquoise"
"AT2G22190","green"
"AT5G59580","turquoise"
"AT3G23880","brown"
"AT2G20890","blue"
"AT4G23270","turquoise"
"AT3G28080","brown"
"AT4G28660","blue"
"AT3G22740","blue"
"AT5G40340","turquoise"
"AT3G55330","blue"
"AT1G07350","turquoise"
"AT1G62780","blue"
"AT1G07610","green"
"AT4G09160","magenta"
"AT2G41380","yellow"
"AT1G25250","turquoise"
"AT4G02600","turquoise"
"AT5G14060","blue"
"AT1G70370","blue"
"AT2G42190","brown"
"AT2G05230","yellow"
"AT3G15630","turquoise"
"AT1G27360","black"
"AT3G49620","turquoise"
"AT2G04515","turquoise"
"AT1G70280","brown"
"AT5G42050","turquoise"
"AT1G54780","blue"
"AT5G02200","black"
"AT2G22240","blue"
"AT4G23885","yellow"
"AT2G43590","red"
"AT3G02230","yellow"
"AT1G48100","brown"
"AT1G72180","black"
"AT2G14890","blue"
"AT5G67280","brown"
"AT5G10150","brown"
"AT3G17700","turquoise"
"AT3G15095","brown"
"AT2G20750","brown"
"AT5G05580","blue"
"AT3G57640","turquoise"
"AT1G35720","green"
"AT2G39130","black"
"AT2G32240","magenta"
"AT1G52410","blue"
"AT5G55740","blue"
"AT3G26910","turquoise"
"AT4G12040","turquoise"
"AT4G33000","brown"
"AT5G54510","grey"
"AT1G53903","blue"
"AT4G09150","turquoise"
"AT5G08720","blue"
"AT5G52730","turquoise"
"AT5G48790","blue"
"AT3G61460","brown"
"AT3G26240","brown"
"AT2G30766","blue"
"AT5G44410","brown"
"AT3G16520","brown"
"AT5G67450","yellow"
"AT3G50770","turquoise"
"AT2G26080","blue"
"AT5G25610","green"
"AT2G32235","turquoise"
"AT2G45960","brown"
"AT2G16430","green"
"AT1G66840","brown"
"AT5G24380","blue"
"AT2G38995","blue"
"AT1G49130","pink"
"AT2G42890","turquoise"
"AT1G10020","turquoise"
"AT3G15770","turquoise"
"AT5G39410","green"
"AT4G30530","black"
"AT1G67090","blue"
"AT4G11370","red"
"AT3G52840","blue"
"AT5G03940","blue"
"AT2G24090","blue"
"AT1G26210","blue"
"AT4G26060","yellow"
"AT3G61260","magenta"
"AT1G12210","yellow"
"AT2G45300","turquoise"
"AT4G25940","turquoise"
"AT3G13790","yellow"
"AT2G30990","turquoise"
"AT1G30820","blue"
"AT2G36950","brown"
"AT2G28550","brown"
"AT5G27360","blue"
"AT3G09870","turquoise"
"AT5G65140","black"
"AT4G38940","turquoise"
"AT5G46260","pink"
"AT4G15450","brown"
"AT3G61420","brown"
"AT1G62790","yellow"
"AT5G62630","green"
"AT5G35580","red"
"AT4G21400","red"
"AT3G46780","blue"
"AT4G23300","green"
"AT4G32190","black"
"AT5G15580","blue"
"AT5G36700","blue"
"AT1G80270","green"
"AT3G48100","turquoise"
"AT4G38430","blue"
"AT1G60010","brown"
"AT4G05110","black"
"AT5G46110","blue"
"AT1G66880","red"
"AT4G21940","turquoise"
"AT5G52970","blue"
"AT3G49130","turquoise"
"AT3G17640","brown"
"AT1G76880","brown"
"AT1G58340","yellow"
"AT5G66590","blue"
"AT1G04680","blue"
"AT3G17410","turquoise"
"AT5G08500","turquoise"
"AT4G24350","blue"
"AT5G16000","blue"
"AT5G54190","blue"
"AT1G19025","turquoise"
"AT3G29320","green"
"AT5G13370","yellow"
"AT3G57150","green"
"AT1G71520","turquoise"
"AT1G29330","turquoise"
"AT3G23240","turquoise"
"AT5G45650","brown"
"AT5G19730","brown"
"AT5G07100","turquoise"
"AT5G40760","yellow"
"AT4G34760","blue"
"AT3G50910","turquoise"
"AT1G23840","red"
"AT1G64460","red"
"AT5G06300","turquoise"
"AT4G38550","turquoise"
"AT4G18210","green"
"AT2G25080","blue"
"AT4G12420","blue"
"AT4G31870","blue"
"AT1G33700","blue"
"AT1G58290","blue"
"AT5G56630","yellow"
"AT5G07240","brown"
"AT4G13510","yellow"
"AT2G01450","turquoise"
"AT5G54600","blue"
"AT5G42140","turquoise"
"AT4G28140","pink"
"AT1G33590","turquoise"
"AT3G47650","blue"
"AT1G07590","green"
"AT3G16250","blue"
"AT5G15700","green"
"AT4G05010","turquoise"
"AT4G37980","brown"
"AT5G65660","pink"
"AT5G09790","turquoise"
"AT5G45350","turquoise"
"AT3G06770","blue"
"AT2G45910","turquoise"
"AT4G18540","turquoise"
"AT1G78070","black"
"AT2G04100","yellow"
"AT1G14920","brown"
"AT3G07090","turquoise"
"AT1G79850","blue"
"AT1G78230","black"
"AT5G28500","blue"
"AT5G67360","brown"
"AT4G00300","turquoise"
"AT4G24730","turquoise"
"AT5G66740","blue"
"AT3G24530","turquoise"
"AT2G28570","turquoise"
"AT1G33600","turquoise"
"AT5G27600","yellow"
"AT3G15354","blue"
"AT1G67980","red"
"AT1G18460","blue"
"AT2G02060","yellow"
"AT1G07180","blue"
"AT5G38510","brown"
"AT1G24020","brown"
"AT2G41705","green"
"AT1G31130","turquoise"
"AT1G14780","turquoise"
"AT4G27500","turquoise"
"AT5G61030","green"
"AT1G22630","brown"
"AT1G07110","blue"
"AT5G24080","green"
"AT3G01513","turquoise"
"AT4G18370","blue"
"AT2G01540","red"
"AT4G30500","yellow"
"AT1G69520","yellow"
"AT5G62770","red"
"AT1G76890","pink"
"AT1G67970","red"
"AT1G08520","blue"
"AT1G10417","yellow"
"AT1G73010","turquoise"
"AT1G62570","green"
"AT4G15270","turquoise"
"AT2G32100","brown"
"AT3G54720","blue"
"AT3G61210","blue"
"AT3G48080","turquoise"
"AT3G44890","blue"
"AT3G26060","blue"
"AT4G14890","blue"
"AT2G45400","turquoise"
"AT1G74970","blue"
"AT1G26150","brown"
"AT5G66910","turquoise"
"AT3G10940","brown"
"AT3G51240","blue"
"AT5G24430","turquoise"
"AT5G12480","turquoise"
"AT1G17860","yellow"
"AT1G64890","green"
"AT3G61470","blue"
"AT4G13820","turquoise"
"AT4G21380","green"
"AT2G40540","blue"
"AT1G03370","turquoise"
"AT3G10340","magenta"
"AT5G53580","blue"
"AT5G44070","turquoise"
"AT3G18390","blue"
"AT3G61220","brown"
"AT1G66400","turquoise"
"AT5G50530","turquoise"
"AT1G79110","pink"
"AT3G21870","blue"
"AT1G49380","blue"
"ATCG00140","blue"
"AT5G43380","turquoise"
"AT4G17460","blue"
"AT2G33210","yellow"
"AT5G43700","brown"
"AT1G08890","green"
"AT5G15650","turquoise"
"AT5G44260","grey"
"AT4G25290","blue"
"AT1G26945","brown"
"AT4G09570","turquoise"
"AT3G09600","blue"
"AT1G31920","brown"
"AT1G44000","blue"
"AT2G29340","turquoise"
"AT1G27910","black"
"AT2G26695","blue"
"AT3G55040","magenta"
"AT1G31800","blue"
"AT3G19010","turquoise"
"AT5G50680","green"
"AT3G17860","black"
"AT4G21903","red"
"AT4G00850","turquoise"
"AT3G46130","brown"
"AT2G18710","magenta"
"AT4G24960","turquoise"
"AT1G78630","blue"
"AT1G28390","turquoise"
"AT5G45800","yellow"
"AT4G29950","turquoise"
"AT5G38530","green"
"AT5G05740","blue"
"AT1G67740","blue"
"AT5G60930","red"
"AT5G03380","turquoise"
"AT3G47550","turquoise"
"AT5G15640","red"
"AT3G52380","blue"
"AT1G14480","turquoise"
"AT5G64380","blue"
"AT2G34260","green"
"AT4G26860","blue"
"AT4G27652","turquoise"
"AT3G61830","magenta"
"AT1G75390","blue"
"AT4G28550","turquoise"
"AT3G21055","blue"
"AT4G32650","green"
"AT5G40380","blue"
"AT3G29240","yellow"
"ATCG00550","grey"
"AT2G27840","green"
"AT3G16690","magenta"
"AT4G32870","yellow"
"AT3G29631","blue"
"AT4G29720","brown"
"AT4G32340","brown"
"AT3G61870","blue"
"AT3G15190","blue"
"AT5G10300","turquoise"
"AT3G03440","green"
"AT3G28050","brown"
"AT4G39330","brown"
"AT1G22870","turquoise"
"AT5G52900","red"
"AT2G17720","yellow"
"AT5G11260","grey"
"AT1G79520","brown"
"AT5G41410","pink"
"AT1G56110","green"
"AT4G12790","turquoise"
"AT3G27550","green"
"AT1G16730","brown"
"AT5G26220","green"
"AT2G19650","blue"
"AT4G08300","blue"
"AT1G16880","blue"
"AT3G63190","blue"
"AT3G54640","yellow"
"AT3G50650","pink"
"AT4G19660","red"
"AT4G38540","yellow"
"AT2G41180","grey"
"AT5G09590","turquoise"
"AT4G20380","turquoise"
"AT1G04430","black"
"AT4G18480","blue"
"AT5G17380","yellow"
"AT2G47730","turquoise"
"AT1G60160","blue"
"AT4G14680","blue"
"AT3G21650","turquoise"
"AT2G43150","red"
"AT5G02290","turquoise"
"AT1G60550","blue"
"AT4G25433","green"
"AT4G28240","blue"
"AT4G18910","green"
"AT1G74020","yellow"
"AT4G11000","turquoise"
"AT1G07430","green"
"AT3G49320","green"
"AT4G14800","yellow"
"AT1G74730","blue"
"AT2G16870","turquoise"
"AT5G17170","blue"
"AT4G12690","magenta"
"AT5G46780","turquoise"
"AT1G50420","pink"
"AT2G22450","green"
"AT3G27560","turquoise"
"AT4G29050","turquoise"
"AT4G01050","blue"
"AT3G03610","red"
"AT2G38490","red"
"AT2G22890","turquoise"
"AT4G16500","turquoise"
"AT1G54960","turquoise"
"AT1G26800","turquoise"
"AT3G47780","red"
"AT4G20360","blue"
"AT1G06830","magenta"
"AT3G55630","blue"
"AT1G78850","turquoise"
"AT4G28750","blue"
"AT5G55560","red"
"AT4G35440","blue"
"AT2G22800","blue"
"AT5G54840","yellow"
"AT3G48780","turquoise"
"AT5G02970","magenta"
"AT2G36870","brown"
"AT3G01430","turquoise"
"AT2G04039","blue"
"AT3G10820","turquoise"
"AT4G30660","green"
"AT3G62010","magenta"
"AT5G58330","blue"
"AT5G09800","turquoise"
"AT5G16400","blue"
"AT1G60600","blue"
"AT4G04220","turquoise"
"AT4G34090","blue"
"AT5G62150","yellow"
"AT3G07040","turquoise"
"AT1G67360","turquoise"
"AT4G35630","yellow"
"AT3G23730","black"
"AT5G09290","yellow"
"AT3G61820","pink"
"AT5G13400","brown"
"AT4G30390","turquoise"
"AT2G05790","brown"
"AT5G10380","red"
"AT3G28007","yellow"
"AT1G55670","blue"
"AT5G44585","red"
"AT3G28200","blue"
"AT5G19070","turquoise"
"AT4G23810","red"
"AT3G16950","blue"
"AT3G04550","brown"
"AT5G47370","brown"
"AT1G66830","green"
"AT3G25770","blue"
"AT5G10946","blue"
"AT3G25230","turquoise"
"AT2G40180","turquoise"
"AT5G19120","turquoise"
"AT4G23280","yellow"
"AT2G06520","blue"
"AT1G54000","turquoise"
"AT5G12030","turquoise"
"AT5G18600","magenta"
"AT1G53560","blue"
"AT1G32200","blue"
"AT3G56360","turquoise"
"AT1G70530","red"
"AT3G56170","yellow"
"AT2G41560","blue"
"AT4G03110","turquoise"
"AT1G78490","blue"
"AT4G37310","pink"
"AT4G40060","pink"
"AT2G39350","yellow"
"AT5G17330","turquoise"
"AT2G36000","brown"
"AT1G30380","blue"
"AT3G11840","turquoise"
"AT1G30757","turquoise"
"AT5G01015","blue"
"AT1G56450","yellow"
"AT1G22070","yellow"
"AT1G69720","yellow"
"AT5G51460","magenta"
"AT2G23840","brown"
"AT5G27830","red"
"AT2G05100","blue"
"AT3G16720","turquoise"
"AT5G43150","pink"
"AT5G01240","blue"
"AT1G61640","turquoise"
"AT5G53490","blue"
"AT2G22540","pink"
"AT5G55930","green"
"AT3G13330","yellow"
"AT3G16370","blue"
"AT5G09870","black"
"AT4G01330","blue"
"AT1G51610","green"
"AT5G52800","turquoise"
"AT4G17880","brown"
"AT2G30790","blue"
"AT5G12020","yellow"
"AT3G51820","magenta"
"AT4G23470","turquoise"
"AT2G44790","red"
"AT2G36990","blue"
"AT4G25100","blue"
"AT1G68740","blue"
"AT3G18690","turquoise"
"AT3G26170","yellow"
"AT4G23010","turquoise"
"AT3G02610","turquoise"
"AT2G18900","green"
"AT2G13360","blue"
"AT4G02220","red"
"AT1G71140","green"
"AT5G11550","brown"
"AT1G62540","green"
"AT4G24750","blue"
"AT1G75140","pink"
"AT4G29040","yellow"
"AT2G05990","blue"
"AT5G17860","brown"
"AT3G56040","blue"
"AT1G28440","brown"
"AT5G28770","blue"
"AT1G32860","green"
"AT1G49450","turquoise"
"AT3G50280","turquoise"
"AT2G35860","brown"
"AT5G15860","pink"
"AT2G43290","turquoise"
"AT5G63370","turquoise"
"AT3G20680","blue"
"AT3G10840","blue"
"AT2G39210","yellow"
"AT5G60950","red"
"AT3G63200","brown"
"AT3G27830","blue"
"AT1G26560","blue"
"AT2G38480","black"
"AT5G48910","brown"
"AT3G49350","turquoise"
"AT4G34881","blue"
"AT3G11090","pink"
"AT2G20010","turquoise"
"AT1G23480","turquoise"
"AT3G08920","blue"
"AT3G22210","brown"
"AT1G05670","turquoise"
"AT5G42420","green"
"AT2G44210","brown"
"AT5G52420","brown"
"AT5G14580","green"
"AT3G45620","yellow"
"AT3G03640","yellow"
"AT1G77580","blue"
"AT3G07800","red"
"AT3G15840","green"
"AT1G63800","blue"
"AT1G75900","brown"
"AT2G20960","turquoise"
"AT5G03760","brown"
"AT1G20090","black"
"AT4G25900","red"
"AT3G20340","yellow"
"AT5G37540","turquoise"
"AT3G29250","yellow"
"AT4G25480","green"
"AT5G43170","turquoise"
"AT5G17050","blue"
"AT2G32560","brown"
"AT3G07580","turquoise"
"AT5G54770","blue"
"AT4G19200","turquoise"
"AT5G22640","blue"
"AT4G24700","brown"
"AT1G49750","pink"
"AT5G01750","turquoise"
"AT1G77390","turquoise"
"AT3G03770","brown"
"AT3G51440","red"
"AT4G18670","blue"
"AT3G07720","turquoise"
"AT4G26910","red"
"AT4G21870","blue"
"AT4G23260","yellow"
"AT5G60860","black"
"AT3G19450","brown"
"AT3G12610","blue"
"AT1G01010","yellow"
"AT1G34430","blue"
"AT2G38340","red"
"AT3G53960","blue"
"AT2G03730","blue"
"AT3G27350","blue"
"AT4G27480","turquoise"
"AT2G28950","blue"
"AT1G52030","brown"
"AT3G02040","turquoise"
"AT4G13800","blue"
"AT5G59780","brown"
"AT1G64355","blue"
"AT5G18130","green"
"AT1G03630","blue"
"AT3G20500","turquoise"
"AT3G22260","turquoise"
"AT5G35320","turquoise"
"AT4G04910","yellow"
"AT4G24340","yellow"
"AT5G07580","brown"
"AT4G23290","brown"
"AT5G64430","yellow"
"AT2G22670","blue"
"AT4G20020","green"
"AT2G30400","yellow"
"AT1G24070","blue"
"AT3G53920","brown"
"AT5G10930","brown"
"AT2G28840","green"
"AT5G57220","turquoise"
"AT5G25630","brown"
"AT1G07620","red"
"AT1G38131","brown"
"AT5G47610","brown"
"AT3G23120","turquoise"
"AT5G54470","black"
"AT5G21090","turquoise"
"AT1G13180","turquoise"
"AT3G21460","blue"
"AT5G18360","turquoise"
"AT1G54040","black"
"AT4G37470","brown"
"AT1G73390","brown"
"AT4G39090","pink"
"AT5G10250","blue"
"AT4G01895","red"
"AT5G51010","blue"
"AT3G11590","brown"
"AT1G23800","green"
"AT5G15930","turquoise"
"AT4G09650","blue"
"AT1G07420","green"
"AT3G55940","black"
"AT4G28390","red"
"AT3G63110","brown"
"AT4G24810","brown"
"AT2G20635","black"
"AT4G09500","brown"
"AT5G56580","turquoise"
"AT2G39800","brown"
"AT5G35630","blue"
"AT1G52342","brown"
"AT1G48920","green"
"AT3G15520","blue"
"AT4G24240","green"
"AT4G30090","turquoise"
"AT2G32640","blue"
"AT1G21130","turquoise"
"AT1G14170","yellow"
"AT3G46230","yellow"
"AT3G49110","turquoise"
"AT3G51160","turquoise"
"AT3G06530","green"
"AT1G50280","brown"
"AT5G50210","yellow"
"AT3G26932","brown"
"AT5G50350","yellow"
"AT3G16350","black"
"AT1G19270","red"
"AT2G42380","blue"
"AT2G18940","brown"
"AT2G28210","turquoise"
"AT4G26810","turquoise"
"AT3G63160","brown"
"AT1G56720","blue"
"AT5G16230","yellow"
"AT3G15000","green"
"AT1G21110","blue"
"AT3G63520","blue"
"AT5G12010","turquoise"
"AT2G17440","turquoise"
"AT4G37300","blue"
"AT4G15760","pink"
"AT2G31070","brown"
"AT3G17040","blue"
"AT1G68590","blue"
"AT2G46870","brown"
"AT3G13910","yellow"
"AT2G38760","blue"
"AT1G04280","turquoise"
"AT2G02080","pink"
"AT5G62020","turquoise"
"AT1G54730","blue"
"AT1G54500","blue"
"AT2G43535","blue"
"AT1G21590","brown"
"AT5G47560","brown"
"AT1G10560","turquoise"
"AT1G21270","yellow"
"AT1G66920","green"
"AT4G27010","green"
"AT5G52882","blue"
"AT4G01090","turquoise"
"AT4G04745","turquoise"
"AT5G05860","blue"
"AT3G62410","blue"
"AT2G31800","turquoise"
"AT4G12800","blue"
"AT1G04990","yellow"
"AT5G17680","turquoise"
"AT2G31380","blue"
"AT3G52070","brown"
"AT4G36220","green"
"AT1G79720","blue"
"AT5G14910","blue"
"AT3G50270","blue"
"AT1G05570","yellow"
"AT2G02230","yellow"
"AT1G66540","blue"
"AT2G29170","brown"
"AT4G35270","brown"
"AT5G42150","yellow"
"AT3G53800","brown"
"AT3G29185","blue"
"AT2G37460","brown"
"AT1G60890","yellow"
"AT1G02300","pink"
"AT3G56160","blue"
"AT2G30250","turquoise"
"AT5G67150","brown"
"AT1G62180","brown"
"AT3G53670","red"
"AT1G23400","brown"
"AT3G47800","yellow"
"AT3G23590","black"
"AT5G59680","turquoise"
"AT2G35880","black"
"AT1G21520","red"
"AT1G10650","turquoise"
"AT4G37540","brown"
"AT4G18630","yellow"
"AT1G72800","green"
"AT3G20240","green"
"AT1G68780","blue"
"AT3G13530","turquoise"
"AT1G75220","black"
"AT1G29530","brown"
"AT1G12290","red"
"AT2G46810","brown"
"AT3G01640","turquoise"
"AT5G22800","blue"
"AT1G04420","blue"
"AT4G34590","green"
"AT3G63410","blue"
"AT4G00330","turquoise"
"AT3G59900","turquoise"
"AT3G50950","turquoise"
"AT4G37930","blue"
"AT2G25930","green"
"AT1G64860","blue"
"AT1G51680","turquoise"
"AT1G69430","turquoise"
